name,eventVenue,eventCity,eventState,eventCountry,eventStartDate,eventEndDate,latitude,longitude,advanceRates,atDoorRates,siteURL,registerURL,description,eventType
Anime Boston,Hynes Convention Center,Boston,MA,USA,2017-03-31,2017-04-02,42.347505,-71.084638,,,http://animeboston.com/,,"Anime Boston is a three-day convention held annually in Boston, Massachusetts, USA under the supervision of the New England Anime Society. Our focus is to celebrate and promote Japanese animation, comics, and pop-culture.

This event has been a cornerstone of the North East Anime Convention circuit since our inaugural event in April, 2003. Following unprecedented growth, we quickly outgrew the space in the Boston Park Plaza Hotel and moved to the Hynes Convention Center in 2005. The Hynes Convention Center and Sheraton Boston have allowed us to grow in ways we could not have imagined since the idea was first conceived.

While the main focus on Anime Boston has always been Japanese animation and comics, we have expanded to include other aspects of Japanese pop-culture: J-Pop, J-Rock, and live-action Japanese media. We have also delved into Japanese history and traditional culture, thus encouraging people to develop a more well-rounded perspective.",Anime
Tekko,David L. Lawrence Convention Center,Pittsburgh,PA,USA,2017-04-06,2017-04-09,40.4457778,-79.9964296,"
$40 through Dec 31, 2016
$45 through Feb 28
$50 through Apr 5","
All 4 days: $50",http://www.teamtekko.us/,http://www.teamtekko.us/preregistration/,"Tekko is a regional anime, gaming, fashion, music and Japanese pop culture convention, presented by the 501(c)3 non-profit organization, the Pittsburgh Japanese Culture Society (PittJCS) each spring. Celebrate our 15th year with us in 2017!",Anime
Anime Matsuri,George R. Brown Convention Center,Houston,TX,USA,2017-04-07,2017-04-09,29.752237,-95.35812,"
$47.60 through May 1, 2016
$52.60 through Jul 15, 2016
$55 + fee through Sep 30, 2016
$60 + fee through Dec 31, 2016
$65 + fee through Feb 28
$70 + fee through Mar 5","
All 3 days: $70
Fri: $50
Sat: $50
Sun: $30",http://www.animematsuri.com/,http://www.eventbrite.com/e/anime-matsuri-xi-tickets-22537374895,"Anime Matsuri is an annual anime, Japanese culture and related arts convention hosted at the George R. Brown Convention Center in Houston, Texas. Join thousands of fans and explore of over 1.5 million sq feet of anime, panels, workshops, Special Guests, celebrities, Vendor/Exhibitor area, Artist Alley/showcase, live concerts, Japanese fashion show, Cosplay Contests, Gaming, and over 700 hrs of programming including a Japanese car show!",Anime
Shumatsucon,Sheraton Columbus Hotel at Capitol Square,Columbus,OH,USA,2017-04-14,2017-04-16,39.9597339,-82.9978409,,,http://www.shumatsucon.com/,,,Anime
JAMPcon,The Chattanoogan Hotel,Chattanooga,TN,USA,2017-04-21,2017-04-23,35.0407795,-85.3107361,"
$25 through Nov 30, 2016
$30 through May 17","
All 3 days: $40
Fri: $20
Sat: $25
Sun: $15",http://www.jampcon.com/,http://www.jampcon.com/registrations.html,"JAMPcon stands for JAPANESE ANIME MANGA PARADISE Convention. It caters to predominately Anime, but also Comic, and Gaming fans of all ages. After a 5 year hiatus, JAMPcon is slated for an EPIC return in 2017. We want to personally thank the fans for still having an interest in seeing the convention return! 
The theme for JAMPcon's return is going to be Versus. What are some of the most epic rivalry's in Anime history? What two characters, if they went toe to toe, in any genre, would be an Epic battle and more over, who would win? Superman v.s. Apocalypse? Ichigo v.s. Naruto? Batman v.s. Samuri Champloo? These are the just a few of the areas that will headline JAMPcon's Return.",Anime
Zenkaikon,Lancaster County Convention Center,Lancaster,PA,USA,2017-04-28,2017-04-30,40.037343,-76.304826,,,http://www.zenkaikon.com/,,"Since 2006, Zenkaikon has been holding an annual celebration of anime, comics, games, science fiction, and fandom!

Zenkaikon is located at the Lancaster County Convention Center in Lancaster, PA, and only 90 minutes from Philadelphia and Baltimore! It is also accessible via public transportation.",Anime
Tsurucon,Lindsay Thurber Comprehensive High School,Red Deer,AB,Canada,2017-05-06,2017-05-006,52.276331,-113.792567,,,http://www.tsurucon.net/,,"Tsurucon, tsuru meaning crane in Japanese, is an event that honors the Japanese art of origami as well as traditional Japanese high school life. Tsurucon is a celebration of anime, multimedia, comics, cosplay, and more.",Anime
MomoCon,Georgia World Congress Center,Atlanta,GA,USA,2017-05-25,2017-05-28,33.7598766,-84.397002,"
$48.58 through Sep 30, 2016
$52 + fees through Dec 31, 2016
$57 + fees through May 12","
All 4 days: $70
Thu: $30
Fri: $45
Sat: $45
Sun: $30",http://www.momocon.com/,http://www.momocon.com/momocon-2017-registration/,"With 28,300 unique and over 71,000 turnstile attendance in 2016, MomoCon is one of the fastest growing all ages conventions in the country. Fans of Japanese Anime, American Animation, Comics, Video Games, and Tabletop Games come together to celebrate their passion by costuming / cosplay, browsing the huge exhibitors hall, meeting celebrity voice talent, designers, and writers behind their favorite shows, games, and comics and much much more over this 4 day event.",Anime
AniMinneapolis,Hyatt Regency Minneapolis,Minneapolis,MN,USA,2017-05-26,2017-05-28,44.970749,-93.277646,,,http://animinneapolis.com/,,,Anime
OMG!con,Owensboro Convention Center,Owensboro,KY,USA,2017-06-09,2017-06-11,37.775139,-87.116464,,,http://www.omgcon.com/,,"OMGcon is an annual event that brings together anime, video games, tabletop and pop culture for a weekend of fun and excitement. 

There are special guests (such as voice actors and artists), dealers (for getting those hard-to-get merchandise), events (like cosplay and video game tournaments.) And so much more!",Anime
SWFL Spacecon,Crowne Plaza Fort Myers At Bell Tower Shops,Fort Myers,FL,USA,2017-06-10,2017-06-10,26.5513352,-81.8686508,,"
$8",http://stwilliams3.wix.com/swflspacecon,http://stwilliams3.wix.com/swflspacecon#!tickets/zizh6,"This con will bring together comic book fans, anime fans, table top gaming fans, sci-fi fans and cosplayers.
We will have comic book vendors, superheroes, sci-fi presentations, a table top game room with game tournaments and local game designers, table top game sellers, manga / anime sellers, and artist.
Dress up as your favorite scifi character, anime character or superhero and join us for a one day Spacecon immersion!",Anime
Hamacon,Von Braun Center,Huntsville,AL,USA,2017-06-23,2017-06-25,34.726557,-86.589925,,,http://www.hama-con.com/,,,Anime
Anime Austin,Holiday Inn Austin Midtown,Austin,TX,USA,2017-07-28,2017-07-30,30.3235964,-97.7119831,,,http://animeaustin.com/,,,Anime
AnimeFest,Sheraton Dallas Downtown Hotel,Dallas,TX,USA,2017-08-17,2017-08-20,32.785006,-96.794776,,,http://animefest.org/,,"AnimeFest is a non-profit organization for fans of Japanese Animation. We unite fans from around the country in our common interest and gather at our annual convention in Dallas, TX for the purpose of meeting fellow fans, viewing new anime, buying & trading merchandise, and just reveling in all that is anime.",Anime
San Japan,Henry B. Gonzalez Convention Center / San Antonio Grand Hyatt Hotel,San Antonio,TX,USA,2017-09-01,2017-09-03,29.421484,-98.486348,,,http://san-japan.org/,,,Anime
Colossalcon East,Kalahari Resorts,Pocono Manor,PA,USA,2017-09-08,2017-09-10,41.104916,-75.382005,,,http://www.colossalconeast.com/,,"Colossalcon East is an anime, gaming, and Japanese culture convention taking place September 8th - 10th, 2017. Located at the Kalahari Resort in the Poconos Mountains, PA. We are your ultimate end of summer vacation getaway. End your summer with a splash at Colossalcon East!",Anime
Animé Los Angeles,Ontario Convention Center,Ontario,CA,USA,2018-01-26,2018-01-28,34.065143,-117.606642,,,http://animelosangeles.org/,,,Anime
Anime Boston,Hynes Convention Center,Boston,MA,USA,2018-03-30,2018-04-01,42.347505,-71.084638,,,http://animeboston.com/,,,Anime
AniMinneapolis,Hyatt Regency Minneapolis,Minneapolis,MN,USA,2018-05-25,2018-05-27,44.970749,-93.277646,,,http://animinneapolis.com/,,,Anime
San Japan,Henry B. Gonzalez Convention Center / San Antonio Grand Hyatt Hotel,San Antonio,TX,USA,2018-08-31,2018-09-02,29.421484,-98.486348,,,http://san-japan.org/,,,Anime
Anime Boston,Hynes Convention Center,Boston,MA,USA,2019-04-19,2019-04-21,42.347505,-71.084638,,,http://animeboston.com/,,,Anime
Anime Boston,Hynes Convention Center,Boston,MA,USA,2020-04-10,2020-04-12,42.347505,-71.084638,,,http://animeboston.com/,,,Anime
Anime Boston,Hynes Convention Center,Boston,MA,USA,2021-04-02,2021-04-04,42.347505,-71.084638,,,http://animeboston.com/,,,Anime
Florida FandoMania 2016,Havert L Fenn Center,Fort Pierce,FL,USA,2016-06-17,2016-06-19,,,,,http://www.floridafandomania.com,,"Florida FandoMania is an annual convention that celebrates you, the fans, and the shows, movies, music, anime and games that you love. Whatever you are into, we have your fandom covered! If you have ever played a video game or watched a movie and wanted to know more about the story, the characters in it and the people who created them, then you are not just fan, bupart of a fandom! A fandom is the group of fans that get even more into a show or movie, an anime or video game. They watch every episode multiple times, buy the director’s cut, every book or game tie-in, and even dress as their favorite characters. Florida FandoMania, gets it, and we’re all about providing what the fans want: MORE! You’ll get more opportunities to connect with each other, more guests in more genres, and more ways to interact with the stories and music that made you a fan to start with.",Comic
Indy PopCon 2016,Indiana Convention Center,Indianapolis,IN,USA,2016-06-17,2016-06-19,,,,,http://indypopcon.com,,"PopCon is a convergence of innovation, pop culture, and fandom, where we celebrate the spirit of the independent creator and their fans. If you’re a fan of tv/movies, gaming, internet culture, cosplay, and/or comics, then you’ll be able to support budding artists and find fun at PopCon.",Comic
ComicPalooza 2016,,Houston,TX,USA,2016-06-17,2016-06-19,,,,,http://www.comicpalooza.com/,,"ComicPalooza is a comic con happening June 17-19, 2016. The event is located in Houston, TX.",Comic
Wizard World Sacramento 2016,Sacramento Convention Center,Sacramento,CA,USA,2016-06-17,2016-06-19,,,,,http://wizd.me/SacramentoPR,,"Sebastian Stan, Evan Peters, Hayley Atwell, William Shatner, Jewel Staite, Michael Rooker, Billy Boyd, Denis O’Hare, Reggie Jackson and Michael Cudlitz are among the celebrities and industry professionals at the 2016 Wizard World Sacramento, part of North America’s largest pop-culture touring expo, June 17-19 at the Sacramento Convention Center. Thousands of fans will be on hand to celebrate the best in pop culture: movies, comics, cosplay, video gaming, television, original art, collectibles, contests and more. Top artists scheduled to attend are Arthur Suydam, Gerhard, Jason Shawn Alexander, Phil Ortiz, Mike Norton and many others. Admissions start at $39.95, kids 10 and under free. Visit http://wizd.me/SacramentoPR for more info. When: Friday, June 17, 2016 – 3pm - 8pmSaturday, June 18, 2016 – 10am - 7pmSunday, June 19, 2016 – 10am - 4pm",Comic
Heroes Con 2016,Charlotte Convention Center,Charlotte,NC,USA,2016-06-17,2016-06-19,,,,,http://www.heroesonline.com/heroescon/,,"HEROES CONVENTION was founded in 1982 by Shelton Drum, owner of Charlotte's Heroes Aren't Hard To Find comics shop. Since then the convention has become famous for its comics-first and family-friendly atmosphere, where fans can mingle directly with professionals and exhibitors. Boasting an incredible guest list built mainly on reputation and goodwill, HeroesCon is known nationwide as a ""must"" on the summer schedule, drawing fans, exhibitors, and creators from every region of the country to the Charlotte Convention Center.  HeroesCon 2015 will be held on June 19-21, 2015! We are still working on confirming guests and updating our website. In the meantime, we've left up some of the latest info on our 2014 show, which was the largest we'd ever organized! Thanks to everyone who made HeroesCon 2014 such a great time!",Comic
Northeast Comic Con & Collectibles Extravaganza 2016,Shriners AUditorium,Wilmington,MA,USA,2016-06-18,2016-06-18,,,,,http://www.NEComicCon.Net,,"Saturday, June 18, 2016 – 10:00 am to 6:00 pmSunday, June 19, 2016 – 10:00 am to 5:00 pmShriner’s Auditorium99 Fordham Rd., Wilmington, MALocated 20 minutes North of BostonExit 39 off Route 93FREE PARKING!",Comic
Mississippi Comic Con 2016,Mississippi Trade Mart,Jackson,MS,USA,2016-06-25,2016-06-26,,,,,http://www.mississippicomiccon.com,,"Mississippi Comic Con brings together a diverse cast from television, movies, comics, cosplay, anime, video games, and much more. Events include costume contests, panels, Q&As, tabletop gaming, card gaming, video gaming, and autograph and photo opportunities with guests.",Comic
Dupage Comic Con 2016,Dupage Fairgrounds,Wheaton,IL,USA,2016-06-25,2016-06-26,,,,,http://geekinccomics.com/mighty-con-wheaton-il/,,"That's right folks, Mighty Con is returning to the Dupage Fairgrounds again for a big 2 day event! The Dupage Comic Con Weekend Show is landing on June 25th and 26th and we're bringing big guests, gaming tournaments, cosplay contests, and of course an amazing selection of original artists, comics, toys, games, statues, t-shirts, and everything else you'd expect at a comic convention! Admission is $8 for a single day, $12 for a weekend pass, and as always kids 12 and under are FREE! Plus free parking and a free comic at the door to start your show off right! That's Saturday, 6/25 from 10 a.m. to 6 p.m. and Sunday 6/26 from 10 a.m. to 5 p.m. at the Dupage Fairgrounds, 2015 Manchester Rd, Wheaton, IL 60187. Check out http://geekinccomics.com/mighty-con-wheaton-il/ for more information, and don't forget to order your passes online to get in 30 minutes early!",Comic
Derby City Comic Con 2016,Kentucky International Convention Center,Louisville,KY,USA,2016-06-25,2016-06-26,,,,,http://www.derbycitycomiccon.com/,,"Derby City Comic Con 2016 is a comic convention held June 25-26, 2016. The event is held at the Kentucky International Convention Center in Louisville, KY.",Comic
Florida Supercon 2016,,Miami,FL,USA,2016-07-01,2016-07-04,,,,,http://www.floridasupercon.com/,,"Florida Supercon is a anime, scifi, and comic convention held July 1-4, 2016. Florida Supercon takes place in Miami, FL.",Comic
Counterpoint 2016,,Baltimore,MD,USA,2016-07-01,2016-07-03,,,,,http://www.conterpoint.org/,,Filk Convention.,Comic
Electric City Comic Con 2016,"99 Clinton St, Schenectady NY 12305",,Schenectady NY,USA,2016-07-09,2016-07-09,,,,,http://www.scpl.org/ComicCon/index.html,,A free family friendly comic book convention that celebrates comics and the people who make them!,Comic
Ancient City Con 2016,Prime Osborne III Convention Center,Jacksonville,FL,USA,2016-07-15,2016-07-17,,,,,http://www.ancientcitycon.com,,"Multi-genre Gaming, Anime, Science Fiction, Fantasy, Fandom & More!",Comic
Greenville Comic Con 2016,TD Convention Center,Greenville,SC,USA,2016-07-15,2016-07-17,,,,,http://www.wizardworld.com/home-greenville.html,,"Greenville Comic Con 2016, a comic convention, is happening July 15-17, 2016, and the convention will happen at the TD Convention Center in Greenville, SC.",Comic
Anime-zing! 2016,,Davenport,IA,USA,2016-07-15,2016-07-17,,,,,http://qcanimezing.com,,"An incredibly fun small town anime convention returns to Davenport, Iowa - part of the Quad Cities. Join the convention's 1,000+ fans for a weekend of fun and excitement.",Comic
Medicine Hat Fan Round Up 2016,,"Medicine Hat, Alberta",Canada,USA,2016-07-18,2016-07-18,,,,,http://www.mhfanroundup.com/,,"Geek Out Community Club is a Medicine Hat based organization dedicated to the growth and awareness of anime, sci-fi, fantasy, video games and other growing pop culture entertainment.     It is our goal in 2015 to organize monthly meetings, game nights and various mini-events throughout the year for fun, for fundraising and grow our membership!   We are also newly responsible for the Fan Roundup convention that has been held for the past 3 years at the Medicine Hat College.  We hope to put on the biggest and best yet in 2016.",Comic
PulpFest 2016,Hyatt Regency,Columbus,OH,USA,2016-07-21,2016-07-24,,,,,http://www.pulpfest.com,,"The convention will take place from Thursday evening, July 21st, through Sunday afternoon, July 24th, in the Columbus, Ohio Arena district at the Hyatt Regency hotel and the city’s spacious convention center. Start making your plans to join us at the “pop culture center of the universe” for PulpFest 2016.PulpFest 2016 will be paying tribute to the history of the pulps by saluting the 150th anniversary of the birth of H. G. Wells; the 120th anniversary of the debut of the first pulp magazine, THE ARGOSY; the 100th anniversary of the genre pulps such as DETECTIVE STORY and LOVE STORY; the ninetieth anniversary of the creation of the first science fiction magazine, AMAZING STORIES; the 80th anniversaries of the premieres of two exciting hero pulps, THE SKIPPER and THE WHISPERER; and the tenth anniversary of Sanctum Books, well known for their reprints of THE SHADOW, DOC SAVAGE, THE SPIDER, and other hero pulps. Our Guest of Honor will be author, editor, and pulp fan Ted White, the man who ushered in the Golden Age of AMAZING STORIES and FANTASTIC during the 1970s. He also wrote the Captain America novel THE GREAT GOLD STEAL and many other books. We’ll also be hosting our friends from FarmerCon XI — the convention within a convention that honors the memory of that Grand Master of Science Fiction, Philip José Farmer. For a look at our planned schedule, please visit http://www.pulpfest.com/2016/01/coming-soon-to-columbus-pulpfest-2016/.In addition to our exciting programming, PulpFest will host a large dealers’ room featuring tens of thousands of pulp magazines, vintage paperbacks, digests, men’s adventure and true crime magazines, original art, first edition hardcovers, series books, reference books, dime novels and story papers, Big Little Books, B-Movies, serials and related paper collectibles, old-time radio shows, and Golden and Silver Age comic books, as well as newspaper adventure strips. Not only that, we’ll also have an auction on Saturday night that promises to be one for the ages! You’ll find all this and more at PulpFest 2016.",Comic
Ro-Con 2016,Ramada Inn,Mystic,CT,USA,2016-07-22,2016-07-24,,,,,http://www.ro-con.org,,"Ro-Con is the newest fan-run scifi convention in Southeastern Connecticut. It is an event that is all about bringing people together, creating community, and learning from one another. We will have panels on all manner of geeky topics. There will be presentations and workshops. Ro-Con showcases all that the geeky and creative communities of Southeastern Connecticut have to offer. website: www.ro-con.org",Comic
Memphis Diecast and Toy Show 2016,Bartlett Station Municipal Center,,Bartlett TN,USA,2016-07-23,2016-07-23,,,,,,,"Saturday July, 23 2016 9AM - 2PM at the Bartlett Municipal Center located at 5858 Stage Road Bartlett TN. Tons of die cast collectibles and vintage to Modern toys. Hot Wheels, Action Figures, Toys, Collectibles and more.",Comic
GEXCon 2016,Fredericksburg Expo and Conference Center,Fredericksburg,VA,USA,2016-07-23,2016-07-24,,,,,http://www.GEXConvention.com,,"THE Gaming and Entertainment Experience Convention (GEXCon) is a two day, non-stop event. The doors will open Saturday morning and won't close until Sunday night. There is so much to do we had to run 'round the clock'.Interested in a BYOC LAN Party?- We have it.Looking to meet Special Guests and get autographs?- They'll be here.Want to compete competitively?- Bring your team and join one of our tournaments.Looking to do a little cosplay?- Get your best outfit and come on down.Just want to hang out with your friends and check out the vendors?- Exhibitors will have t-shirts, merchandise, board games and puzzles. It's ALL here and MORE at GEXCon.",Comic
Lock City Comic Con 2016,The Italian Center of Stamford,Stamford,CT,USA,2016-07-23,2016-07-24,,,,,http://lockcitycomiccon.wix.com/lockcitycomiccon ,,"Lock City Comic Con, a comic convention, is happening on July 23-24, 2016, and the convention is located at the The Italian Center of Stamford in Stamford, CT.",Comic
Milwaukee Comic Con 2016,American Serb Hall,,Milwaukee WI,USA,2016-07-24,2016-07-24,,,,,http://geekinccomics.com/mighty-con-milwaukee-wi/,,"The Milwaukee Comic returns on Sunday, July 24th for an even bigger and better show than ever! With a whole new more spread out floor plan (which means wider aisles, more vendors and artists, and a large gaming area devoted to both table top and video gaming), an earlier start time, and even bigger and better guests than ever, this is one show you don't want to miss! The show takes place on Sunday, 7/24 from 10:00 a.m. to 4:30 p.m. at the American Serb Hall, 5101 W Oklahoma Ave, Milwaukee, WI 53219. Admission is just $5, kids 12 and under get in free, and parking is free!",Comic
Comic Con Honolulu 2016,Hawaii Convention Center,Honolulu,HI,USA,2016-07-29,2016-07-31,,,,,http://www.comicconhonolulu.com,,"Comic Con Honolulu 2016, a comic book and pop culture convention, is happening July 29-31, 2016, and happens at the Hawaii Convention Center in Honolulu, HI.",Comic
MechaCon 2016,,New Orleans,LA,USA,2016-07-29,2016-07-31,,,,,http://www.mechacon.com/,,"MechaCon is a multi-genre con held July 29-31, 2016. The convention is scheduled in New Orleans, LA.",Comic
Texas Comicon 2016,San Antonio Event Center,San Antonio,TX,USA,2016-07-29,2016-07-31,,,,,http://www.texascomicon.com/,,"Texas Comicon 2016, a comic convention, is held in July, 2016, and the event will happen at the San Antonio Shrine Auditorium in San Antonio, TX.",Comic
Con.ect 2016,NMMU Vodacom Indoor Sport Centre,Port Elizabeth,South Africa,USA,2016-07-30,2016-07-31,,,,,http://www.con-ect.co.za/,,https://www.facebook.com/Con.ectPortElizabethGeekConvention/,Comic
Columbia Comic Con 2016,DoubleTree by Hilton Hotel Columbia,Columbia,MD,USA,2016-07-31,2016-07-31,,,,,http://columbiacomiccon.com/,,"Galactic Con will have vendors specializing in comics, toys, books and pop culture. Artists from the surrounding areas, will be on hand to display their work and some may offer free sketches and/or paid commissions. Special costumed guests will also be present. The local chapter of the 501st, a volunteer group that portrays the Dark Side of the Star Wars Universe, will be there for pictures from Noon to 3pm.  General admission is $10/person, or $20/family, and allows entrance from 11am to 5pm. Special early admission is available for $20/person. Early admission begins at 10am, giving comic book enthusiasts a head start to all the action. All tickets available at door or online! Family entry ticket is good for moms/dads and ALL the kids... one price of $20.",Comic
Vancouver Comic & Entertainment Expo 2016,BC Place,"Vancouver, British Columbia",Canada,USA,2016-08-05,2016-08-07,,,,,http://www.vancexpo.com/,,"Vancouver Comic & Entertainment Expo is a convention held August 5-7, 2016. The event takes place at the BC Place in Vancouver, British Columbia, Canada.",Comic
Wizard World Orlando 2016,,Orlando,FL,USA,2016-08-05,2016-08-07,,,,,http://www.wizardworld.com/home-orlando.html,,"Wizard World Orlando 2016, a comic convention, is happening in 2016, and the event is located in Orlando, FL.",Comic
Tampa Bay Comic Con 2016,Tampa Convention Center,Tampa,FL,USA,2016-08-05,2016-08-07,,,,,http://tampabaycomiccon.com/,,"Tampa Bay Comic Con, a comic convention, is held August 5-7, 2016, and the con happens at the Tampa Convention Center in Tampa, FL.",Comic
Dover Comic Con 2016,Dover Public Library and surrounding area,Dover,DE,USA,2016-08-06,2016-08-06,,,,,http://www.cityofdover.com/Comic-Con/,,"Dover Comic Con is an indoor & outdoor comic con festival in Dover, Delaware.  Beginning at the Dover Public Library in 2013 to help promote our graphic novel collection and as just a really cool teen program, Dover Comic Con has quickly grown from 120 teens attending the first year in just the library, to over 7000 attendees of all ages attending a variety of events citywide!   Now we have partnered with more community groups to make the event even bigger & better.  Dover  Comic Con is unique festival event with artists, vendors, authors, cars, panels, crafts, gaming, fan groups and more!",Comic
Boston Comic Con 2016,Seaport World Trade Center,Boston,MA,USA,2016-08-12,2016-08-14,,,,,http://bostoncomiccon.com,,"Boston Comic Con 2016, a convention, is held on August 12-14, 2016, and the convention will be held at the Seaport World Trade Center in Boston, MA.",Comic
Khan-Con 2 2016,,Hillsville,VA,USA,2016-08-12,2016-08-13,,,,,http://www.khan-con.com,,"Khan-Con is a family-friendly convention in Hillsville, Virginia for geeks of all ages. Our interests include sci-fi, comics, gaming, fantasy, zombies, superheroes, and FX makeup. Contact us at contact@khan-con.com and follow us on Facebook and Twitter.",Comic
Kansas City Comic Con 2016,,Kansas City,MO,USA,2016-08-12,2016-08-14,,,,,http://www.kansascity-comiccon.com/,,"KANSAS CITY COMIC CON IS KANSAS CITY'S HOMETOWN COMIC CONVENTION. WE ARE AN ALL-AGES SHOW, FEATURING OVER 300 CREATORS AND VENDORS, AS WELL AS ACTIVITIES FOR THE ENTIRE FAMILY.",Comic
Northwest Comic Fest 2016,Salem Convention Center,Salem,OR,USA,2016-08-13,2016-08-14,,,,,http://www.northwestcomicfest.com/,,"Northwest Comic Fest 2016 is a comic con happening August 13-14, 2016. It will be held at the Salem Convention Center in Salem, Oregon.",Comic
Nickel City Con 2016,Buffalo Niagara Convention Center,Buffalo,NY,USA,2016-08-13,2016-08-14,,,,,http://www.nickelcitycon.com/,,Buffalo's premier pop culture and comic convention!,Comic
SpartaCon II 2016,Blue Crabs Stadium,Waldorf,MD,USA,2016-08-13,2016-08-14,,,,,http://www.redserpents.com,,"SpartaCon 2016 is a fan convention for the hit Starz series, Spartacus. SpartaCon will be held August 13-14, 2016 at the Blue Crabs Stadium in Waldorf, MD.  The Red Serpents are fans of ancient history, culture, and fantasy. Our name is taken from the first episode of the series Spartacus, a series that was inspired by the historical figure of Spartacus, a Thracian gladiator who led a major slave uprising against the Roman Republic. The image of the red serpent that appears in the first and last episode of the series brings Spartacus’ rebellion full circle, as it is the physical manifestation of his wife’s prophecy that he is destined for great and unfortunate things. Our mission is to host a convention that demonstrates the fighting techniques of various ancient cultures, and to display artistic creations and interpretations in the areas of leathering, armor making, paintings, drawings, comic books and more. We aim to please the fans by hosting the biggest, most exciting Rebels convention ever! Complete with cosplayers, artists, exhibits, celebrity guests, Stuntmen and Stunt Coordinators, Crossfit trainers and Legion instructors! Our goal is to spread our interest of historical activities and ancient fighters who redefined how battle strategies are implemented today. We intend to instruct, encourage, and support a healthy lifestyle by focusing on food nutrition, exercise, and strength training. We plan to achieve these goals through means of annual conventions hosted in various cities throughout the United States. If you are a fan of television and films, such as Spartacus, 300, Vikings or Xena, if you enjoy reading books about ancient cultures such as Rome, and Greece, or if you love live action role-playing (LARPing), SpartaCon is the event for you!",Comic
Geek Mob Roanoke 2016,Salem Civic Center,Roanoke,VA,USA,2016-08-14,2016-08-14,,,,,http://www.geekmobroanoke.com,,"Follow ""Geek Mob Roanoke"" on Facebook for the latest updates.This is the 6th Annual Geek Mob Roanoke. This event raises money for the ""Blue Ridge Autism and Achievement Center"" (BRAAC). We will be collecting donated comic books for local literacy programs.",Comic
TerrifiCon 2016,Mohegan Sun,Uncasville,CT,USA,2016-08-19,2016-08-21,,,,,http://www.terrificon.com,,Connecticut's terrific comic con presents 3 days of non stop action at the Mohegan Sun resort casino. Guests. Comic books. Collectibles. Cosplay. Night life. Don't miss it!,Comic
Liberty City Anime Con 2016,Crowne Plaza Times Square,New York,NY,USA,2016-08-19,2016-08-21,,,,,http://libertycityanimecon.com,,"Anime returns to New York City with the second annual Liberty City Anime Convention, bringing anime to the heart of Broadway right in Times Square. Liberty City Anime Con, an honest-to-goodness anime convention, is happening in 2016, and the convention will be held at the Crowne Plaza Times Square in New York, NY. This three day convention will feature cosplayers, anime screenings, and more. Liberty City Anime Con is sponsored by Liberty City Anime Con Inc., a 501(c)3 non-profit organization dedicated to promoting education, anime, reading, manga, and more.",Comic
Pensacola Comic Convention 2016,Pensacola Interstate Fair Grounds,Pensacola,FL,USA,2016-08-20,2016-08-21,,,,,http://www.pensacolacomiccon.com,,"August 20 and 21, 2016 Pensacola Comic Convention™ for Fans of Science Fiction, Horror, Fantasy, Gaming, Anime, Costuming, Fandom, Indie Films, Artists, Celebrity Guests, Comic Books, Video Gaming, Pop Culture, Voice Actors, Renaissance, Cosplay, Steampunk, Theater, Performing, Writers, Literature, Publishing, Arts, Mystery, Crafts, Collecting, Model Construction, Film Making, Paranormal, Vendors, Reality TV, and more! We will offer celebrity meet and greets, discussion panels, workshops, screenings, demonstrations, events, gaming, costume contests, tournaments, and competitions. Costume Contest at 2:00 Pm Sat 20 & Sun 21, 2016. A portion of the proceeds will benefit the Arc Gateway, EscaRosa Coalition On the Homeless, Inc., Making Stride with Breast Cancer, The Ronald McDonald House, and various local charities. Discount for Law Enforcement, EMS, Firefighters, and  Military. Tickets start at $15 Children 7 and under are free.Guests Include: TBAConvention Hours: August 20 and 21, 2016 (10:00 AM - 6:00 PM)Pensacola Interstate Fair Grounds (Main Hall and Expo Hall) 6655 Mobile Hwy Pensacola, FL 32526Phone: (850) 941 4321 Cost: $15 (Children 7 and under are free.)http://www.pensacolacomiccon.com",Comic
Fan World 2016,"Niagara Falls Conference Center; Clifton Hill, ON",Niagara Falls,NY and Ontario,USA,2016-08-26,2016-08-28,,,,,http://www.fanworld.us,,"Multi-national convention for the every-fan! Hosted on BOTH sides of the international border - and connected by a picturesque ten minute walk over the Niagara Falls - Fan World strives to bring the most to its fans at one of the most beautiful cosplay venues on Earth. Enjoy Canada's largest indoor water park, 24-hour Vegas-like casinos at each venue, 24-hour programming with free-to-play gaming, tournaments, a ferris wheel and aviary, and so much more!",Comic
COMIC CON PALM SPRINGS 2016,CONVENTION CENTER,PALM SPRINGS,CA,USA,2016-08-26,2016-08-28,,,,,http://www.ComicConPalmSprings.com,,"Palm Springs first Comic Con. Three days of Pop Culture in the two largest adjoining venues in Palm Springs. All for fans, including guest panels from leading entertainment industry producers, writers, agents and more.",Comic
Colorado Springs Comic Con 2016,Mortgage Solutions Financial Expo Center,Colorado Springs,CO,USA,2016-08-26,2016-08-28,,,,,http://www.cscomiccon.com/,,"Get ready, Colorado Springs for the biggest and best pop culture convention in the Springs. This 3-day event will feature celebrities from all genres of TV, movies and cartoons, some of the best names in the comic art community, as well as some the greatest vendors in the area with those hard to find toys, comics, and collectibles. Be sure to stop by and finish that want list and even meet some of your favorite celebrities and get their autographs and have your picture taken with them at this amazing and incredible event.",Comic
